Date,Site,Profile,Cover,Depth (cm),Temperature ©,PicarroH2O (notes),Picarro O018 (notes),Picarro 2H (notes),Method,Picarro File O-18,Picarro File O-18 stDev,Picarro File H-2,Picarro File H-2 stDev,Calibrated O,Calibrated O SE,Calibrated H,Calibrated H SE,Calibrated Dexcess,Calibrated Dexcess SE
8/1/2019 0:00,ONAQ,3,Grass,40,28.02533333,17500,-23.5,-180,in-situ isowagon,-23.28923176,0.210609061,-177.1827509,0.850560976,-12.28055993,0.833910266,-112.6622825,4.618256854,-14.41780303,8.113833966
8/1/2019 0:00,ONAQ,3,Grass,60,24.61983333,19750,-21.5,-171,in-situ isowagon,-21.26023461,0.285402138,-171.4393142,0.981709371,-9.826931344,0.635828967,-104.3748578,3.52126794,-25.75940709,6.186529749
8/1/2019 0:00,ONAQ,3,Grass,100,21.21433333,17000,-21.2,-165,in-situ isowagon,-21.38401955,0.289775806,-165.5487956,0.724488999,-9.494618409,0.462397565,-95.58548539,2.560791984,-19.62853811,4.499065694
8/14/2019 0:00,ONAQ,1,Bare,5,21.887,21000,-0.3,-60,in-situ isowagon,-0.069223024,0.20383982,-59.09725869,1.331370525,11.72759417,0.494700759,10.26533493,2.739689465,-83.55541845,4.813371395
8/14/2019 0:00,ONAQ,1,Bare,10,23.27891667,24500,-10.7,-68,in-situ isowagon,-5.060039391,0.477787936,-66.85351481,0.644860899,6.549096861,0.564598199,1.310010998,3.126786666,-51.08276389,5.493464018
8/14/2019 0:00,ONAQ,1,Bare,15,22.246,18000,-19,-158,in-situ isowagon,-18.89182465,0.222119216,-158.3436715,0.65357561,-7.143916753,0.51233447,-89.29601195,2.837346262,-32.14467793,4.984945014
8/14/2019 0:00,ONAQ,1,Bare,25,23.9112,17300,-19,-155,in-situ isowagon,-18.97121496,0.251848352,-155.6243399,0.657222597,-7.445597193,0.597709526,-87.98591399,3.310159653,-28.42113645,5.815632753
8/14/2019 0:00,ONAQ,1,Bare,40,27.04866667,18000,-23,-173,in-situ isowagon,-23.12074648,0.199841277,-172.7923277,0.603123489,-11.99351228,0.774581369,-107.578559,4.289689023,-11.63046076,7.536571827
8/14/2019 0:00,ONAQ,1,Bare,60,23.94683333,,,,in-situ isowagon,-19.66274261,0.207576804,-161.6651528,0.44356957,-8.141799372,0.599600861,-94.05595566,3.320634004,-28.92156068,5.834035184
8/14/2019 0:00,ONAQ,1,Bare,100,20.845,19800,-18,-150,in-situ isowagon,-17.94149448,0.220278352,-150.2990217,0.518717333,-6.000737256,0.44507021,-79.99999498,2.464831806,-31.99409693,4.330472874
8/14/2019 0:00,ONAQ,2,Sage,5,27.3885,21400,-5.5,-90,in-situ isowagon,-6.295953325,0.223029132,-90.65354061,0.482046723,4.789733237,0.794994997,-25.68431832,4.402741209,-64.00218422,7.735193666
8/14/2019 0:00,ONAQ,2,Sage,10,27.26325,20300,-13,-115,in-situ isowagon,-14.35278667,0.222101688,-115.6861652,0.669969728,-3.251823653,0.787442726,-50.62722335,4.360916172,-24.61263413,7.661711091
8/14/2019 0:00,ONAQ,2,Sage,15,23.41766667,20800,-13.5,-130,in-situ isowagon,-13.28061609,0.22866484,-129.5069753,0.536238145,-1.689900263,0.571791466,-61.45972652,3.166623516,-47.94052441,5.563453539
8/14/2019 0:00,ONAQ,2,Sage,25,24.0142,18200,-18,-160,in-situ isowagon,-18.13669298,0.223643882,-159.6301925,0.99783414,-6.624577764,0.603183902,-92.07614755,3.340477148,-39.07952543,5.868897682
8/14/2019 0:00,ONAQ,2,Sage,40,26.97333333,,-21,-170,in-situ isowagon,-21.05349687,0.201610044,-168.2780234,0.510967083,-9.917010081,0.770089369,-103.0095658,4.264811994,-23.67348514,7.492865276
8/14/2019 0:00,ONAQ,2,Sage,60,23.90883333,18300,-19,-160,in-situ isowagon,-19.0366732,0.352640597,-159.7802315,0.571187477,-7.510744845,0.597584005,-92.13986289,3.309464505,-32.05390413,5.814411445
8/14/2019 0:00,ONAQ,2,Sage,100,20.84433333,,-21,-155,in-situ isowagon,-21.29759738,0.30856164,-164.3140654,0.547389944,-9.356747123,0.445039195,-94.01442894,2.464660045,-19.16045195,4.330171105
8/14/2019 0:00,ONAQ,3,Grass,5,31.4945,24000,-9,-105,in-situ isowagon,-9.711169915,0.3121015,-101.8716237,2.026151327,0.897286228,1.061040203,-39.57782449,5.876119278,-46.75611432,10.3237775
8/14/2019 0:00,ONAQ,3,Grass,10,30.88383333,23200,-12.5,-118,in-situ isowagon,-11.90610358,0.227641979,-116.7328836,1.310563524,-1.229566796,1.019204131,-54.07383708,5.644428006,-44.23730272,9.916718174
8/14/2019 0:00,ONAQ,3,Grass,15,24.33466667,22300,-14,-135,in-situ isowagon,-13.93837195,0.324292326,-134.088627,0.598731259,-2.46808351,0.620360692,-66.79504254,3.435603485,-47.05037446,6.036025525
8/14/2019 0:00,ONAQ,3,Grass,25,24.2154,,-22,-170,in-situ isowagon,-21.54850695,0.464599808,-172.3535978,0.846889705,-10.06268458,0.61394258,-104.9634461,3.400059505,-24.46196949,5.973578163
8/14/2019 0:00,ONAQ,3,Grass,40,26.934,,-23,-180,in-situ isowagon,-23.30057734,0.25017362,-177.3897694,0.878653491,-12.15925343,0.767748781,-112.0926884,4.251849648,-14.81866096,7.470091677
8/14/2019 0:00,ONAQ,3,Grass,60,23.88883333,22900,-22,-175,in-situ isowagon,-22.49663067,0.397806883,-176.8875402,0.766515081,-10.96807699,0.596523734,-109.2307479,3.303592648,-21.48613202,5.804095157
8/14/2019 0:00,ONAQ,3,Grass,100,20.84366667,20200,-22,-168,in-situ isowagon,-21.8529758,0.253395007,-168.589514,0.590599585,-9.912032506,0.445008182,-98.28926777,2.464488288,-18.99300772,4.329869346
8/30/2019 0:00,ONAQ,1,Bare,5,22.49,13600,-5.2,-117,in-situ isowagon,-5.312232883,0.27679138,-117.2334886,0.862340048,6.40263264,0.524475861,-48.39762799,2.904586184,-99.61868911,5.103079102
8/30/2019 0:00,ONAQ,1,Bare,10,23.00890909,22500,-11.5,-130,in-situ isowagon,-11.55677723,0.215573384,-128.7772851,3.120168534,0.088354908,0.550717387,-60.38579559,3.049913701,-61.09263485,5.358405599
8/30/2019 0:00,ONAQ,1,Bare,15,23.614,23500,-19,-163,in-situ isowagon,-18.61920232,0.30119323,-162.2407415,0.739271404,-7.054462418,0.582039963,-94.35701993,3.223380451,-37.92132058,5.663170025
8/30/2019 0:00,ONAQ,1,Bare,25,25.2286,22300,-22.5,-178,in-situ isowagon,-22.52222145,0.206782666,-178.7385339,0.685207634,-11.16713495,0.669428589,-112.1548884,3.707345136,-22.81780882,6.513449521
8/30/2019 0:00,ONAQ,1,Bare,40,27.92633333,23000,-25,-186,in-situ isowagon,-25.68443264,0.262535594,-186.9192984,0.680349499,-14.66386058,0.827804042,-122.3298829,4.584440131,-5.018998192,8.054421229
8/30/2019 0:00,ONAQ,1,Bare,60,24.74533333,23000,-24,-180,in-situ isowagon,-24.33775874,0.243758711,-180.0617349,0.535437116,-12.92066249,0.642691226,-113.0973277,3.559271641,-9.732027804,6.253298603
8/30/2019 0:00,ONAQ,1,Bare,100,21.56433333,19600,-22.5,-168,in-situ isowagon,-22.06836018,0.337398124,-167.7421099,0.582677579,-10.22728526,0.479085453,-98.09309057,2.653210743,-16.27480845,4.661436583
8/30/2019 0:00,ONAQ,2,Sage,5,25.14033333,12000,-5,-106,in-situ isowagon,-4.68034945,0.405944765,-105.129734,0.92261914,6.686015581,0.664508067,-38.47707735,3.680094923,-91.965202,6.465573511
8/30/2019 0:00,ONAQ,2,Sage,10,25.70936364,22000,-3,-100,in-situ isowagon,-2.911615987,0.424391624,-98.0410969,0.655731185,8.382410697,0.696520013,-31.82915017,3.85737945,-98.88843574,6.777045407
8/30/2019 0:00,ONAQ,2,Sage,15,23.973,21000,-11,-125,in-situ isowagon,-12.09987053,0.405466836,-126.7986836,0.494112768,-0.582357754,0.600991446,-59.21092526,3.328335164,-54.55206323,5.847565383
8/30/2019 0:00,ONAQ,2,Sage,40,27.885,20000,-21,-168,in-situ isowagon,-19.86213641,0.625956849,-167.3914474,0.807184629,-8.836588047,0.825260806,-102.7731571,4.570355502,-32.08045274,8.029675889
8/30/2019 0:00,ONAQ,2,Sage,25,25.238,18000,-17,-157,in-situ isowagon,-17.16394503,0.345944214,-155.9888047,0.825980156,-5.810058392,0.669953578,-89.41249453,3.710252564,-42.93202739,6.518557592
8/30/2019 0:00,ONAQ,2,Sage,60,24.72483333,18000,-20,-162,in-situ isowagon,-19.91658667,0.21732481,-162.7519246,0.78321726,-8.496845975,0.641568012,-95.7712077,3.553051196,-27.7964399,6.242369879
8/30/2019 0:00,ONAQ,2,Sage,100,21.56466667,18500,-20,-164,in-situ isowagon,-21.25147992,0.262538218,-163.9090714,0.625595935,-9.410450865,0.47910147,-94.26034962,2.653299448,-18.9767427,4.661592429
8/30/2019 0:00,ONAQ,3,Grass,5,28.20266667,25000,2.8,-78,in-situ isowagon,2.889931097,0.223665466,-79.74797022,0.647449474,13.87735318,0.844900092,-15.35025347,4.679119325,-126.3690789,8.220763485
8/30/2019 0:00,ONAQ,3,Grass,10,28.57672727,25000,-11,-123,in-situ isowagon,-11.74067368,0.22557499,-123.8257558,0.56907577,-0.797795238,0.868300833,-59.68381133,4.808714358,-53.30144942,8.448449519
8/30/2019 0:00,ONAQ,3,Grass,15,24.92,25000,-15,-135,in-situ isowagon,-14.93153038,0.270039818,-133.5602531,0.572476851,-3.536919384,0.652297606,-66.73428895,3.61247248,-38.43893388,6.346767371
8/30/2019 0:00,ONAQ,3,Grass,25,25.3154,20000,-20.7,-169,in-situ isowagon,-20.80888125,0.211108323,-168.7722874,0.589611812,-9.464865247,0.674283499,-102.2562738,3.734231986,-26.53735184,6.560687135
8/30/2019 0:00,ONAQ,3,Grass,40,27.843,23000,-23,-179,in-situ isowagon,-23.5469586,0.209257752,-180.5048169,0.474265535,-12.51634891,0.82268027,-115.8571325,4.556064302,-15.72634126,8.004567622
8/30/2019 0:00,ONAQ,3,Grass,60,24.7035,23700,-22,-175,in-situ isowagon,-21.89076828,0.229605229,-173.9994336,0.538085608,-10.46827444,0.640400087,-107.0017302,3.546583141,-23.25553471,6.231006127
8/30/2019 0:00,ONAQ,3,Grass,100,21.564,20400,-21,-163,in-situ isowagon,-20.12029452,0.267390226,-165.1172134,0.72327642,-8.27917373,0.479069436,-95.46789653,2.653122039,-29.23450669,4.661280739
9/17/2019 0:00,ONAQ,1,Bare,5,17.5955,14000,0.3,-95,in-situ isowagon,0.313969903,0.214134197,-89.52138074,0.783183253,12.72252553,0.313442446,-16.08871419,1.735867496,-117.8689184,3.049752558
9/17/2019 0:00,ONAQ,1,Bare,10,18.29988889,18000,-10.8,-132,in-situ isowagon,-10.82160517,0.216163098,-131.6611941,0.644846359,1.483114487,0.333548655,-58.9352295,1.847217172,-70.80014539,3.245383248
9/17/2019 0:00,ONAQ,1,Bare,15,19.289,19500,-17.5,-163,in-situ isowagon,-17.72826761,0.201053338,-163.1258594,0.537446862,-5.567083231,0.375253874,-91.36662659,2.078183765,-46.82996074,3.651169382
9/17/2019 0:00,ONAQ,1,Bare,25,20.504,18600,-20.8,-176,in-situ isowagon,-20.92153988,0.236334154,-176.7469808,0.496567825,-8.933037746,0.429329538,-106.1342863,2.377658798,-34.6699843,4.177318267
9/17/2019 0:00,ONAQ,1,Bare,40,24.554,18000,-25.5,-192,in-situ isowagon,-25.59906222,0.197934821,-192.8478281,0.50936484,-14.15724017,0.632242629,-125.7306963,3.501406534,-12.47277491,6.151635165
9/17/2019 0:00,ONAQ,1,Bare,60,28.0628,19400,-25,-188,in-situ isowagon,-25.10757736,0.206324055,-187.9978439,0.634690425,-14.10340225,0.836226608,-123.5033904,4.631084925,-10.67617239,8.136371656
9/17/2019 0:00,ONAQ,1,Bare,100,30.39533333,19300,-22.5,-172,in-situ isowagon,-22.48264683,0.21371324,-171.6369222,0.609012731,-11.75092083,0.986308182,-108.677483,5.462247804,-14.67011629,9.596645047
9/17/2019 0:00,ONAQ,2,Sage,5,19.557,14100,5.5,-67,in-situ isowagon,5.117398206,0.225979762,-67.21900852,0.594606206,17.2401487,0.386911958,4.283442432,2.142747098,-133.6377472,3.764600959
9/17/2019 0:00,ONAQ,2,Sage,10,20.31566667,17400,-7.7,-110,in-situ isowagon,-7.665927727,0.261804075,-109.7204121,0.731202228,4.349079031,0.420741954,-38.93295447,2.330100123,-73.72558672,4.09376224
9/17/2019 0:00,ONAQ,2,Sage,15,19.72566667,17900,-11.5,-131,in-situ isowagon,-11.62495907,0.252975392,-131.2058935,0.582189679,0.47370285,0.394327282,-59.8639222,2.183813712,-63.653545,3.836751058
9/17/2019 0:00,ONAQ,2,Sage,40,24.5205,17500,-21.8,-175,in-situ isowagon,-21.72995202,0.217338558,-174.9840842,0.6566684,-10.28379059,0.630421219,-107.8400971,3.491319428,-25.56977237,6.133913089
9/17/2019 0:00,ONAQ,2,Sage,25,20.5125,16100,-17.5,-159,in-situ isowagon,-17.61689903,0.234745721,-159.0541426,0.618612605,-5.629590852,0.429718897,-88.44931002,2.379815099,-43.4125832,4.181106679
9/17/2019 0:00,ONAQ,2,Sage,60,28.0296,17600,-21,-169,in-situ isowagon,-20.8892482,0.198821835,-169.6752926,0.57689139,-9.881088646,0.834173898,-105.1577889,4.619716868,-26.10907975,8.116399071
9/17/2019 0:00,ONAQ,2,Sage,100,30.369,18800,-21.5,-165,in-situ isowagon,-21.30090572,0.22964776,-165.2082797,0.565050002,-10.56618627,0.984549284,-102.2324399,5.452506895,-17.70294973,9.579531205
9/17/2019 0:00,ONAQ,3,Grass,5,22.3065,20500,3.5,-73.5,in-situ isowagon,3.19352448,0.413698556,-73.30481195,0.938387349,14.93322443,0.51533314,-4.309838001,2.853953117,-123.7756335,5.014121663
9/17/2019 0:00,ONAQ,3,Grass,10,22.66422222,20200,-10.8,-125.9,in-situ isowagon,-10.83425898,0.239520109,-126.4053997,0.556738113,0.857112292,0.533222558,-57.71965418,2.953026041,-64.57655252,5.18818328
9/17/2019 0:00,ONAQ,3,Grass,15,20.018,20500,-14.5,-138,in-situ isowagon,-14.13408404,0.301928359,-137.7921254,0.523104456,-2.07698965,0.407322753,-66.72623596,2.255783594,-50.11031876,3.963195232
9/17/2019 0:00,ONAQ,3,Grass,25,20.58675,18000,-21.5,-173,in-situ isowagon,-21.83422013,0.19877736,-173.9478204,0.638906838,-9.857333184,0.433126594,-103.4115702,2.398687178,-24.55290468,4.214263111
9/17/2019 0:00,ONAQ,3,Grass,40,24.486,19000,-24.5,-186,in-situ isowagon,-24.43871108,0.206751222,-187.3750119,0.559827879,-12.98807755,0.628547931,-120.2033318,3.480945023,-16.29871147,6.115686254
9/17/2019 0:00,ONAQ,3,Grass,60,27.9806,20500,-23.5,-181,in-situ isowagon,-23.28263382,0.218022433,-181.25882,0.496471129,-12.26858815,0.831148578,-116.7072349,4.602962418,-18.55852973,8.08696311
9/17/2019 0:00,ONAQ,3,Grass,100,30.31033333,20200,-21.8,-169,in-situ isowagon,-21.70239097,0.248519874,-168.8102484,0.536600763,-10.9609958,0.980636025,-105.7977943,5.430834978,-18.10982794,9.541455728
9/27/2019 0:00,ONAQ,1,Bare,5,18.22833333,12198,-3.3,-107,in-situ isowagon,-3.225018248,0.198487191,-108.4821563,0.798685924,9.090188183,0.33061222,-35.68509396,1.830954976,-108.4065994,3.216812131
9/27/2019 0:00,ONAQ,1,Bare,10,18.94227273,15030,-11.8,-135,in-situ isowagon,-11.6184595,0.191347211,-135.939622,0.681810686,0.592738189,0.360397643,-63.84491443,1.995908855,-68.58681994,3.506620262
9/27/2019 0:00,ONAQ,1,Bare,15,17.67833333,16762,-17.8,-164,in-situ isowagon,-17.70291898,0.25251538,-163.809733,0.611609155,-5.306643895,0.310131414,-90.46095947,1.717530753,-48.00780831,3.01753666
9/27/2019 0:00,ONAQ,1,Bare,25,18.8776,16289,-22.5,-182,in-situ isowagon,-22.33160595,0.216756625,-182.9993579,0.662426519,-10.11104352,0.357654884,-110.8416694,1.980719255,-29.95332131,3.479933594
9/27/2019 0:00,ONAQ,1,Bare,40,21.78366667,16250,-26.4,-196,in-situ isowagon,-26.24089116,0.32214574,-195.9667874,0.645303749,-14.42993126,0.489675903,-126.5128133,2.711861442,-11.07336317,4.76448023
9/27/2019 0:00,ONAQ,1,Bare,60,22.27442857,17190,-25.7,-189,in-situ isowagon,-25.50095552,0.20258342,-190.7826556,0.627269281,-13.75690572,0.513742557,-121.7597666,2.845144353,-11.70452084,4.998645511
9/27/2019 0:00,ONAQ,1,Bare,100,25.30425,17080,-23.5,-178,in-situ isowagon,-23.41218213,0.197771613,-178.2375824,0.614192296,-12.0667452,0.673658959,-111.712894,3.730773239,-15.17893244,6.554610448
9/27/2019 0:00,ONAQ,2,Sage,5,21.26666667,14575,2.03,-85.5,in-situ isowagon,2.217630571,0.230767408,-85.92493737,0.638228368,14.09978465,0.464876247,-16.00885943,2.574519105,-128.8071367,4.523182929
9/27/2019 0:00,ONAQ,2,Sage,10,22.86327273,15800,-7.4,-109,in-situ isowagon,-7.361072866,0.207804827,-110.2893601,0.699871857,4.303556804,0.543294701,-41.77398569,3.008806318,-76.20244012,5.286183873
9/27/2019 0:00,ONAQ,2,Sage,15,18.67666667,16175,-10.8,-127,in-situ isowagon,-11.01223385,0.211234181,-127.3120951,0.596414794,1.23749655,0.349190056,-54.9579131,1.933840407,-64.8578855,3.397571958
9/27/2019 0:00,ONAQ,2,Sage,25,18.9764,16400,-21.6,-172,in-situ isowagon,-21.55733282,0.217219709,-172.5892072,0.588700223,-9.351072254,0.361848558,-100.5276826,2.003944127,-25.71910455,3.520737465
9/27/2019 0:00,ONAQ,2,Sage,40,21.764,16005,-17,-154,in-situ isowagon,-16.96116562,0.234242325,-153.8434497,0.552823452,-5.147510766,0.488722131,-84.3720468,2.706579378,-43.19196068,4.75520015
9/27/2019 0:00,ONAQ,2,Sage,60,24.39785714,17245,-21.2,-168,in-situ isowagon,-20.93428059,0.235666591,-168.2045426,0.568850565,-9.472206775,0.623773422,-100.9619456,3.454503436,-25.18429138,6.069230924
9/27/2019 0:00,ONAQ,2,Sage,100,26.364,17500,-21.5,-166,in-situ isowagon,-21.56644005,0.217881843,-166.5498079,0.585243993,-10.35454772,0.734199208,-100.8326168,4.066049622,-17.99623499,7.143658868
9/27/2019 0:00,ONAQ,3,Grass,5,23.501,19112,0,-92,in-situ isowagon,0.295809992,0.37967176,-91.78293435,1.038549603,11.87548761,0.576131415,-23.8052385,3.190658474,-118.8091394,5.605680653
9/27/2019 0:00,ONAQ,3,Grass,10,16.73918182,18750,-10.5,-128,in-situ isowagon,-10.26895842,0.315810651,-128.1681916,0.83970984,2.267642564,0.348526049,-53.85594795,1.930163089,-71.99708847,3.391111263
9/27/2019 0:00,ONAQ,3,Grass,15,19.281,18940,-13.5,-136,in-situ isowagon,-13.36011411,0.265084666,-136.1991703,0.545766724,-1.197779455,0.374908218,-64.43223856,2.076269497,-54.85000292,3.647806196
9/27/2019 0:00,ONAQ,3,Grass,25,20.0884,17136,-20.5,-170,in-situ isowagon,-21.00843722,0.265341879,-170.6411906,0.764696495,-8.961318518,0.410479474,-99.64139682,2.273265745,-27.95084868,3.993909694
9/27/2019 0:00,ONAQ,3,Grass,40,21.83633333,18760,-24.5,-170,in-situ isowagon,-24.21527364,0.261438506,-186.6437887,0.59889175,-12.41152558,0.492234123,-117.2364299,2.726029052,-17.94422528,4.789371361
9/27/2019 0:00,ONAQ,3,Grass,60,23.83857143,18905,-23,-182,in-situ isowagon,-23.19517382,0.227596559,-182.010343,0.565021701,-11.66001767,0.593862927,-114.3122222,3.288856897,-21.0320809,5.778205857
9/27/2019 0:00,ONAQ,3,Grass,100,25.21925,18700,-21,-170,in-situ isowagon,-21.53173994,0.319257707,-170.2819559,0.731873124,-10.17545971,0.668906579,-103.6910115,3.704454206,-22.28733377,6.508370433
11/15/2019 0:00,ONAQ,1,Bare,5,4.817,12000,-10.4,-150,in-situ isowagon,-10.46437931,0.25828992,-149.9317555,0.842524122,4.061623596,0.998885795,-61.04268925,5.531903558,-93.53567802,9.71902352
11/15/2019 0:00,ONAQ,1,Bare,10,6.433363636,12000,-12.6,-146,in-situ isowagon,-12.55798643,0.226341986,-146.0498047,0.682936929,1.675702622,0.893009598,-59.39186357,4.945553333,-72.79748454,8.688862461
11/15/2019 0:00,ONAQ,1,Bare,15,6.11,12600,-17.4,-169,in-situ isowagon,-17.52300164,0.246597901,-169.2972739,0.675132244,-3.231400582,0.913746455,-82.19937902,5.060395582,-56.34817436,8.890629268
11/15/2019 0:00,ONAQ,1,Bare,25,6.9732,12800,-19.7,-179,in-situ isowagon,-19.71729012,0.209237353,-178.9998654,0.692027902,-5.579649539,0.858885868,-93.06927161,4.756573585,-48.4320753,8.356843185
