"","horizontalPosition","verticalPosition","t","mean_vswc","n"
"128",1,502,2019-08-29 00:00:00,0.348041666666667,24
"129",1,502,2019-08-29 12:00:00,0.33665,24
"130",1,502,2019-08-30 00:00:00,0.344458333333333,24
"131",1,502,2019-08-30 12:00:00,0.332241666666667,24
"132",1,502,2019-08-31 00:00:00,0.339666666666667,24
"133",1,502,2019-08-31 12:00:00,0.3283125,24
"134",1,502,2019-09-01 00:00:00,0.336254166666667,24
"135",1,502,2019-09-01 12:00:00,0.323583333333333,24
"136",1,502,2019-09-02 00:00:00,0.331029166666667,24
"137",1,502,2019-09-02 12:00:00,0.3185625,24
"138",1,502,2019-09-03 00:00:00,0.325795833333333,24
"139",1,502,2019-09-03 12:00:00,0.314195833333333,24
"140",1,502,2019-09-04 00:00:00,0.3149125,24
"141",1,502,2019-09-04 12:00:00,0.3058375,24
"142",1,502,2019-09-05 00:00:00,0.313954166666667,24
"143",1,502,2019-09-05 12:00:00,0.309154166666667,24
"144",1,502,2019-09-06 00:00:00,0.313654166666667,24
"145",1,502,2019-09-06 12:00:00,0.304179166666667,24
"146",1,502,2019-09-07 00:00:00,0.308266666666667,24
"147",1,502,2019-09-07 12:00:00,0.301604166666667,24
"148",1,502,2019-09-08 00:00:00,0.31315,24
"149",1,502,2019-09-08 12:00:00,0.30295,24
"150",1,502,2019-09-09 00:00:00,0.3072,24
"151",1,502,2019-09-09 12:00:00,0.295583333333333,24
"152",1,502,2019-09-10 00:00:00,0.307291666666667,24
"153",1,502,2019-09-10 12:00:00,0.297179166666667,24
"154",1,502,2019-09-11 00:00:00,0.301158333333333,24
"155",1,502,2019-09-11 12:00:00,0.2880125,24
"156",1,502,2019-09-12 00:00:00,0.288825,24
"157",1,502,2019-09-12 12:00:00,0.282270833333333,24
"158",1,502,2019-09-13 00:00:00,0.2964625,24
"159",1,502,2019-09-13 12:00:00,0.2903625,24
"160",1,502,2019-09-14 00:00:00,0.3013875,24
"161",1,502,2019-09-14 12:00:00,0.294741666666667,24
"162",1,502,2019-09-15 00:00:00,0.3074875,24
"163",1,502,2019-09-15 12:00:00,0.2996375,24
"164",1,502,2019-09-16 00:00:00,0.308825,24
"165",1,502,2019-09-16 12:00:00,0.299166666666667,24
"166",1,502,2019-09-17 00:00:00,0.304120833333333,24
"167",1,502,2019-09-17 12:00:00,0.299575,24
"168",1,502,2019-09-18 00:00:00,0.304458333333333,24
"169",1,502,2019-09-18 12:00:00,0.2912,24
"170",1,502,2019-09-19 00:00:00,0.302429166666667,24
"171",1,502,2019-09-19 12:00:00,0.294379166666667,24
"172",1,502,2019-09-20 00:00:00,0.300475,24
"173",1,502,2019-09-20 12:00:00,0.288925,24
"174",1,502,2019-09-21 00:00:00,0.285966666666667,24
"175",1,502,2019-09-21 12:00:00,0.277404166666667,24
"176",1,502,2019-09-22 00:00:00,0.287795833333333,24
"177",1,502,2019-09-22 12:00:00,0.280091666666667,24
"178",1,502,2019-09-23 00:00:00,0.2893125,24
"179",1,502,2019-09-23 12:00:00,0.285325,24
"180",1,502,2019-09-24 00:00:00,0.290141666666667,24
"181",1,502,2019-09-24 12:00:00,0.281370833333333,24
"182",1,502,2019-09-25 00:00:00,0.292258333333333,24
"183",1,502,2019-09-25 12:00:00,0.2869,24
"184",1,502,2019-09-26 00:00:00,0.2927375,24
"185",1,502,2019-09-26 12:00:00,0.283333333333333,24
"186",1,502,2019-09-27 00:00:00,0.291183333333333,24
"187",1,502,2019-09-27 12:00:00,0.282554166666667,24
"188",1,502,2019-09-28 00:00:00,0.292091666666667,24
"189",1,502,2019-09-28 12:00:00,0.282595833333333,24
"190",1,502,2019-09-29 00:00:00,0.280570833333333,24
"191",1,502,2019-09-29 12:00:00,0.271945833333333,24
"192",1,502,2019-09-30 00:00:00,0.276766666666667,24
"193",1,502,2019-09-30 12:00:00,0.267766666666667,24
"194",1,502,2019-10-01 00:00:00,0.2826,1
"195",4,503,2019-08-14 00:00:00,0.1859375,24
"196",4,503,2019-08-14 12:00:00,0.182091666666667,24
"197",4,503,2019-08-15 00:00:00,0.187079166666667,24
"198",4,503,2019-08-15 12:00:00,0.1831375,24
"199",4,503,2019-08-16 00:00:00,0.188633333333333,24
"200",4,503,2019-08-16 12:00:00,0.185083333333333,24
"201",4,503,2019-08-17 00:00:00,0.189383333333333,24
"202",4,503,2019-08-17 12:00:00,0.184583333333333,24
"203",4,503,2019-08-18 00:00:00,0.1878,24
"204",4,503,2019-08-18 12:00:00,0.1831375,24
"205",4,503,2019-08-19 00:00:00,0.187129166666667,24
"206",4,503,2019-08-19 12:00:00,0.182829166666667,24
"207",4,503,2019-08-20 00:00:00,0.186125,24
"208",4,503,2019-08-20 12:00:00,0.181204166666667,24
"209",4,503,2019-08-21 00:00:00,0.185154166666667,24
"210",4,503,2019-08-21 12:00:00,0.181075,24
"211",4,503,2019-08-22 00:00:00,0.185133333333333,24
"212",4,503,2019-08-22 12:00:00,0.180975,24
"213",4,503,2019-08-23 00:00:00,0.183170833333333,24
"214",4,503,2019-08-23 12:00:00,0.1797125,24
"215",4,503,2019-08-24 00:00:00,0.182908333333333,24
"216",4,503,2019-08-24 12:00:00,0.179154166666667,24
"217",4,503,2019-08-25 00:00:00,0.183016666666667,24
"218",4,503,2019-08-25 12:00:00,0.1799125,24
"219",4,503,2019-08-26 00:00:00,0.183691666666667,24
"220",4,503,2019-08-26 12:00:00,0.180516666666667,24
"221",4,503,2019-08-27 00:00:00,0.182491666666667,24
"222",4,503,2019-08-27 12:00:00,0.177395833333333,24
"223",4,503,2019-08-28 00:00:00,0.180833333333333,24
"224",4,503,2019-08-28 12:00:00,0.176770833333333,24
"225",4,503,2019-08-29 00:00:00,0.181204166666667,24
"226",4,503,2019-08-29 12:00:00,0.178629166666667,24
"227",4,503,2019-08-30 00:00:00,0.182058333333333,24
"228",4,503,2019-08-30 12:00:00,0.1784125,24
"229",4,503,2019-08-31 00:00:00,0.181504166666667,24
"230",4,503,2019-08-31 12:00:00,0.178183333333333,24
"231",4,503,2019-09-01 00:00:00,0.181804166666667,24
"232",4,503,2019-09-01 12:00:00,0.178270833333333,24
"233",4,503,2019-09-02 00:00:00,0.181545833333333,24
"234",4,503,2019-09-02 12:00:00,0.177625,24
"235",4,503,2019-09-03 00:00:00,0.1809375,24
"236",4,503,2019-09-03 12:00:00,0.178704166666667,24
"237",4,503,2019-09-04 00:00:00,0.179275,24
"238",4,503,2019-09-04 12:00:00,0.1753125,24
"239",4,503,2019-09-05 00:00:00,0.177604166666667,24
"240",4,503,2019-09-05 12:00:00,0.1754625,24
"241",4,503,2019-09-06 00:00:00,0.176833333333333,24
"242",4,503,2019-09-06 12:00:00,0.1728,24
"243",4,503,2019-09-07 00:00:00,0.173875,24
"244",4,503,2019-09-07 12:00:00,0.170504166666667,24
"245",4,503,2019-09-08 00:00:00,0.174258333333333,24
"246",4,503,2019-09-08 12:00:00,0.170841666666667,24
"247",4,503,2019-09-09 00:00:00,0.171933333333333,24
"248",4,503,2019-09-09 12:00:00,0.168245833333333,24
"249",4,503,2019-09-10 00:00:00,0.171158333333333,24
"250",4,503,2019-09-10 12:00:00,0.167925,24
"251",4,503,2019-09-11 00:00:00,0.168708333333333,24
"252",4,503,2019-09-11 12:00:00,0.164416666666667,24
"253",4,503,2019-09-12 00:00:00,0.162829166666667,24
"254",4,503,2019-09-12 12:00:00,0.158833333333333,24
"255",4,503,2019-09-13 00:00:00,0.162820833333333,24
"256",4,503,2019-09-13 12:00:00,0.160433333333333,24
"257",4,503,2019-09-14 00:00:00,0.164,24
"258",4,503,2019-09-14 12:00:00,0.161825,24
"259",4,503,2019-09-15 00:00:00,0.166058333333333,24
"260",4,503,2019-09-15 12:00:00,0.162929166666667,24
"261",4,503,2019-09-16 00:00:00,0.1664875,24
"262",4,503,2019-09-16 12:00:00,0.164825,24
"263",4,503,2019-09-17 00:00:00,0.16535,24
"264",4,503,2019-09-17 12:00:00,0.163620833333333,24
"265",4,503,2019-09-18 00:00:00,0.1650375,24
"266",4,503,2019-09-18 12:00:00,0.160979166666667,24
"267",4,503,2019-09-19 00:00:00,0.163345833333333,24
"268",4,503,2019-09-19 12:00:00,0.160991666666667,24
"269",4,503,2019-09-20 00:00:00,0.163058333333333,24
"270",4,503,2019-09-20 12:00:00,0.159895833333333,24
"271",4,503,2019-09-21 00:00:00,0.158720833333333,24
"272",4,503,2019-09-21 12:00:00,0.154633333333333,24
"273",4,503,2019-09-22 00:00:00,0.156933333333333,24
"274",4,503,2019-09-22 12:00:00,0.154191666666667,24
"275",4,503,2019-09-23 00:00:00,0.1576625,24
"276",4,503,2019-09-23 12:00:00,0.156091666666667,24
"277",4,503,2019-09-24 00:00:00,0.159375,24
"278",4,503,2019-09-24 12:00:00,0.156958333333333,24
"279",4,503,2019-09-25 00:00:00,0.160229166666667,24
"280",4,503,2019-09-25 12:00:00,0.158008333333333,24
"281",4,503,2019-09-26 00:00:00,0.1612625,24
"282",4,503,2019-09-26 12:00:00,0.158391666666667,24
"283",4,503,2019-09-27 00:00:00,0.161283333333333,24
"284",4,503,2019-09-27 12:00:00,0.1589875,24
"285",4,503,2019-09-28 00:00:00,0.161175,24
"286",4,503,2019-09-28 12:00:00,0.1589875,24
"287",4,503,2019-09-29 00:00:00,0.159033333333333,24
"288",4,503,2019-09-29 12:00:00,0.1555625,24
"289",4,503,2019-09-30 00:00:00,0.155170833333333,24
"290",4,503,2019-09-30 12:00:00,0.151554166666667,24
"291",4,503,2019-10-01 00:00:00,0.1525,1
