"","dateTime","d18O.m","d18O.sd"
"85",2020-06-16 03:00:00,-4.49043427479092,3.93980483997193
"86",2020-06-16 15:00:00,-4.49043427479092,3.93980483997193
"87",2020-06-17 03:00:00,-4.49043427479092,3.93980483997193
"88",2020-06-17 15:00:00,-4.49043427479092,3.93980483997193
"89",2020-06-18 03:00:00,-3.96658428020025,4.03126135768977
"90",2020-06-18 15:00:00,-3.96658428020025,4.03126135768977
"91",2020-06-19 03:00:00,-3.96658428020025,4.03126135768977
"92",2020-06-19 15:00:00,-3.89260664984855,3.59819358093464
"93",2020-06-20 03:00:00,-3.89260664984855,3.59819358093464
"94",2020-06-20 15:00:00,-3.89260664984855,3.59819358093464
"95",2020-06-21 03:00:00,-4.87003094177161,3.72260013486544
"96",2020-06-21 15:00:00,-4.87003094177161,3.72260013486544
"97",2020-06-22 03:00:00,-4.87003094177161,3.72260013486544
"98",2020-06-22 15:00:00,-11.5672032538834,2.56798124751373
"99",2020-06-23 03:00:00,-11.5672032538834,2.56798124751373
"100",2020-06-23 15:00:00,-4.29655958029987,3.81860294629397
"101",2020-06-24 03:00:00,-4.29655958029987,3.81860294629397
"102",2020-06-24 15:00:00,-3.68193675815343,3.75987176065807
"103",2020-06-25 03:00:00,-3.68193675815343,3.75987176065807
"104",2020-06-25 15:00:00,-3.68193675815343,3.75987176065807
"105",2020-06-26 03:00:00,-3.32897428054721,3.75236650458393
"106",2020-06-26 15:00:00,-3.32897428054721,3.75236650458393
"107",2020-06-27 03:00:00,-3.32897428054721,3.75236650458393
"108",2020-06-27 15:00:00,-3.73660111256265,3.75523262100179
"109",2020-06-28 03:00:00,-3.73660111256265,3.75523262100179
"110",2020-06-28 15:00:00,-3.73660111256265,3.75523262100179
"111",2020-06-29 03:00:00,-3.73660111256265,3.75523262100179
"112",2020-06-29 15:00:00,-3.73660111256265,3.75523262100179
"113",2020-06-30 03:00:00,-3.73660111256265,3.75523262100179
"114",2020-06-30 15:00:00,-3.73660111256265,3.75523262100179
"115",2020-07-01 03:00:00,-3.73660111256265,3.75523262100179
"116",2020-07-01 15:00:00,-3.73660111256265,3.75523262100179
"117",2020-07-02 03:00:00,-3.73660111256265,3.75523262100179
"118",2020-07-02 15:00:00,-3.73660111256265,3.75523262100179
"119",2020-07-03 03:00:00,-3.73660111256265,3.75523262100179
"120",2020-07-03 15:00:00,-3.73660111256265,3.75523262100179
"121",2020-07-04 03:00:00,-2.88637349586407,3.85060459204026
"122",2020-07-04 15:00:00,-2.88637349586407,3.85060459204026
"123",2020-07-05 03:00:00,-2.88637349586407,3.85060459204026
"124",2020-07-05 15:00:00,-2.88637349586407,3.85060459204026
"125",2020-07-06 03:00:00,-2.88637349586407,3.85060459204026
"126",2020-07-06 15:00:00,-2.88637349586407,3.85060459204026
"127",2020-07-07 03:00:00,-2.88637349586407,3.85060459204026
"128",2020-07-07 15:00:00,-2.88637349586407,3.85060459204026
"129",2020-07-08 03:00:00,-2.88637349586407,3.85060459204026
"130",2020-07-08 15:00:00,-2.88637349586407,3.85060459204026
"131",2020-07-09 03:00:00,-2.88637349586407,3.85060459204026
"132",2020-07-09 15:00:00,-2.88637349586407,3.85060459204026
"133",2020-07-10 03:00:00,-2.88637349586407,3.85060459204026
"134",2020-07-10 15:00:00,-2.88637349586407,3.85060459204026
"135",2020-07-11 03:00:00,-2.88637349586407,3.85060459204026
"136",2020-07-11 15:00:00,-2.88637349586407,3.85060459204026
"137",2020-07-12 03:00:00,-2.88637349586407,3.85060459204026
"138",2020-07-12 15:00:00,-2.88637349586407,3.85060459204026
"139",2020-07-13 03:00:00,-2.28710348687735,3.62385274022809
"140",2020-07-13 15:00:00,-2.28710348687735,3.62385274022809
"141",2020-07-14 03:00:00,-2.28710348687735,3.62385274022809
"142",2020-07-14 15:00:00,-2.28710348687735,3.62385274022809
"143",2020-07-15 03:00:00,-2.28710348687735,3.62385274022809
"144",2020-07-15 15:00:00,-2.28710348687735,3.62385274022809
"145",2020-07-16 03:00:00,-2.28710348687735,3.62385274022809
"146",2020-07-16 15:00:00,-2.28710348687735,3.62385274022809
"147",2020-07-17 03:00:00,-2.28710348687735,3.62385274022809
"148",2020-07-17 15:00:00,-2.28710348687735,3.62385274022809
"149",2020-07-18 03:00:00,-3.26318778496243,3.91094067569037
"150",2020-07-18 15:00:00,-3.26318778496243,3.91094067569037
"151",2020-07-19 03:00:00,-3.26318778496243,3.91094067569037
"152",2020-07-19 15:00:00,-3.26318778496243,3.91094067569037
"153",2020-07-20 03:00:00,-3.26318778496243,3.91094067569037
"154",2020-07-20 15:00:00,-3.46991490575022,3.63834272617585
"155",2020-07-21 03:00:00,-3.46991490575022,3.63834272617585
"156",2020-07-21 15:00:00,-3.46991490575022,3.63834272617585
"157",2020-07-22 03:00:00,-3.46991490575022,3.63834272617585
"158",2020-07-22 15:00:00,-3.46991490575022,3.63834272617585
"159",2020-07-23 03:00:00,-3.46991490575022,3.63834272617585
"160",2020-07-23 15:00:00,-3.46991490575022,3.63834272617585
"161",2020-07-24 03:00:00,-3.46991490575022,3.63834272617585
"162",2020-07-24 15:00:00,-1.76869700294164,4.37595569540217
"163",2020-07-25 03:00:00,-1.76869700294164,4.37595569540217
"164",2020-07-25 15:00:00,-1.76869700294164,4.37595569540217
"165",2020-07-26 03:00:00,-1.76869700294164,4.37595569540217
"166",2020-07-26 15:00:00,-1.76869700294164,4.37595569540217
"167",2020-07-27 03:00:00,-1.76869700294164,4.37595569540217
"168",2020-07-27 15:00:00,-1.76869700294164,4.37595569540217
"169",2020-07-28 03:00:00,-1.76869700294164,4.37595569540217
"170",2020-07-28 15:00:00,-1.42408682945253,3.6157469545482
"171",2020-07-29 03:00:00,-1.42408682945253,3.6157469545482
"172",2020-07-29 15:00:00,-1.42408682945253,3.6157469545482
"173",2020-07-30 03:00:00,-1.42408682945253,3.6157469545482
"174",2020-07-30 15:00:00,-1.42408682945253,3.6157469545482
"175",2020-07-31 03:00:00,-1.42408682945253,3.6157469545482
"176",2020-07-31 15:00:00,-1.42408682945253,3.6157469545482
