"","horizontalPosition","verticalPosition","t","mean_vswc","n","na","percent_complete"
"55","002","502",2020-06-01 03:00:00,0.246435714285714,14,0,1
"56","002","502",2020-06-01 15:00:00,0.245325,20,0,1
"57","002","502",2020-06-02 03:00:00,0.244591666666667,24,0,1
"58","002","502",2020-06-02 15:00:00,0.243328571428571,21,0,1
"59","002","502",2020-06-03 03:00:00,0.24255652173913,23,0,1
"60","002","502",2020-06-03 15:00:00,0.241554545454545,22,0,1
"61","002","502",2020-06-04 03:00:00,0.242720833333333,24,0,1
"62","002","502",2020-06-04 15:00:00,0.239694736842105,19,0,1
"63","002","502",2020-06-05 03:00:00,0.237091666666667,24,0,1
"64","002","502",2020-06-05 15:00:00,0.2353,21,0,1
"65","002","502",2020-06-06 03:00:00,0.236821052631579,19,0,1
"66","002","502",2020-06-06 15:00:00,0.229,1,0,1
"67","002","502",2020-06-07 03:00:00,0.221010526315789,19,0,1
"68","002","502",2020-06-07 15:00:00,0.213755555555556,18,0,1
"69","002","502",2020-06-08 03:00:00,0.207436842105263,19,0,1
"70","002","502",2020-06-08 15:00:00,0.206161111111111,18,0,1
"71","002","502",2020-06-09 03:00:00,0.204377272727273,22,0,1
"72","002","502",2020-06-09 15:00:00,0.212677272727273,22,0,1
"73","002","502",2020-06-10 03:00:00,0.217634782608696,23,0,1
"74","002","502",2020-06-10 15:00:00,0.219571428571429,21,0,1
"75","002","502",2020-06-11 03:00:00,0.223091304347826,23,0,1
"76","002","502",2020-06-11 15:00:00,0.227626086956522,23,0,1
"77","002","502",2020-06-12 03:00:00,0.231391666666667,24,0,1
"78","002","502",2020-06-12 15:00:00,0.232026086956522,23,0,1
"79","002","502",2020-06-13 03:00:00,0.23569375,16,0,1
"80","002","502",2020-06-13 15:00:00,0.22951,10,0,1
"81","002","502",2020-06-14 03:00:00,0.226278947368421,19,0,1
"82","002","502",2020-06-14 15:00:00,0.228647619047619,21,0,1
"83","002","502",2020-06-15 03:00:00,0.231786956521739,23,0,1
"84","002","502",2020-06-15 15:00:00,0.232063157894737,19,0,1
"85","002","502",2020-06-16 03:00:00,0.234675,12,0,1
"86","002","502",2020-06-16 15:00:00,0.234554166666667,24,0,1
"87","002","502",2020-06-17 03:00:00,0.233165217391304,23,0,1
"88","002","502",2020-06-17 15:00:00,0.22968,15,0,1
"89","002","502",2020-06-18 03:00:00,0.228608695652174,23,0,1
"90","002","502",2020-06-18 15:00:00,0.2269125,16,0,1
"91","002","502",2020-06-19 03:00:00,0.226804347826087,23,0,1
"92","002","502",2020-06-19 15:00:00,0.22701,20,0,1
"93","002","502",2020-06-20 03:00:00,0.228904545454545,22,0,1
"94","002","502",2020-06-20 15:00:00,0.2278,17,0,1
"95","002","502",2020-06-21 03:00:00,0.22895,18,0,1
"96","002","502",2020-06-21 15:00:00,0.230663636363636,22,0,1
"97","002","502",2020-06-22 03:00:00,0.233852173913043,23,0,1
"98","002","502",2020-06-22 15:00:00,0.234040909090909,22,0,1
"99","002","502",2020-06-23 03:00:00,0.2333625,24,0,1
"100","002","502",2020-06-23 15:00:00,0.232794736842105,19,0,1
"101","002","502",2020-06-24 03:00:00,0.2323625,24,0,1
"102","002","502",2020-06-24 15:00:00,0.22982380952381,21,0,1
"103","002","502",2020-06-25 03:00:00,0.231560869565217,23,0,1
"104","002","502",2020-06-25 15:00:00,0.228883333333333,18,0,1
"105","002","502",2020-06-26 03:00:00,0.2269,23,0,1
"106","002","502",2020-06-26 15:00:00,0.225719047619048,21,0,1
"107","002","502",2020-06-27 03:00:00,0.224525,24,0,1
"108","002","502",2020-06-27 15:00:00,0.22201,20,0,1
"109","002","502",2020-06-28 03:00:00,0.224391304347826,23,0,1
"110","002","502",2020-06-28 15:00:00,0.218284615384615,13,0,1
"111","002","502",2020-06-29 03:00:00,0.209986956521739,23,0,1
"112","002","502",2020-06-29 15:00:00,0.20427619047619,21,0,1
"113","002","502",2020-06-30 03:00:00,0.202465217391304,23,0,1
"114","002","502",2020-06-30 15:00:00,0.2009,19,0,1
"115","002","502",2020-07-01 03:00:00,0.20105,22,0,1
"116","002","502",2020-07-01 15:00:00,0.203266666666667,21,0,1
"117","002","502",2020-07-02 03:00:00,0.207931818181818,22,0,1
"118","002","502",2020-07-02 15:00:00,0.20816,20,0,1
"119","002","502",2020-07-03 03:00:00,0.211217391304348,23,0,1
"120","002","502",2020-07-03 15:00:00,0.210827272727273,22,0,1
"121","002","502",2020-07-04 03:00:00,0.21404347826087,23,0,1
"122","002","502",2020-07-04 15:00:00,0.213770833333333,24,0,1
"123","002","502",2020-07-05 03:00:00,0.2144,24,0,1
"124","002","502",2020-07-05 15:00:00,0.214163636363636,22,0,1
"125","002","502",2020-07-06 03:00:00,0.214495833333333,24,0,1
"126","002","502",2020-07-06 15:00:00,0.212368181818182,22,0,1
"127","002","502",2020-07-07 03:00:00,0.213370833333333,24,0,1
"128","002","502",2020-07-07 15:00:00,0.212304347826087,23,0,1
"129","002","502",2020-07-08 03:00:00,0.2093625,24,0,1
"130","002","502",2020-07-08 15:00:00,0.207266666666667,21,0,1
"131","002","502",2020-07-09 03:00:00,0.2067,24,0,1
"132","002","502",2020-07-09 15:00:00,0.20454347826087,23,0,1
"133","002","502",2020-07-10 03:00:00,0.203658333333333,24,0,1
"134","002","502",2020-07-10 15:00:00,0.202365217391304,23,0,1
"135","002","502",2020-07-11 03:00:00,0.201704166666667,24,0,1
"136","002","502",2020-07-11 15:00:00,0.200327272727273,22,0,1
"137","002","502",2020-07-12 03:00:00,0.201529166666667,24,0,1
"138","002","502",2020-07-12 15:00:00,0.200388888888889,18,0,1
"139","002","502",2020-07-13 03:00:00,0.19925,24,0,1
"140","002","502",2020-07-13 15:00:00,0.1967,18,0,1
"141","002","502",2020-07-14 03:00:00,0.195225,24,0,1
"142","002","502",2020-07-14 15:00:00,0.192704761904762,21,0,1
"143","002","502",2020-07-15 03:00:00,0.190604166666667,24,0,1
"144","002","502",2020-07-15 15:00:00,0.18908,20,0,1
"145","002","502",2020-07-16 03:00:00,0.187866666666667,24,0,1
"146","002","502",2020-07-16 15:00:00,0.186705263157895,19,0,1
"147","002","502",2020-07-17 03:00:00,0.18504347826087,23,0,1
"148","002","502",2020-07-17 15:00:00,0.183636842105263,19,0,1
"149","002","502",2020-07-18 03:00:00,0.181672727272727,22,0,1
"150","002","502",2020-07-18 15:00:00,0.182068421052632,19,0,1
"151","002","502",2020-07-19 03:00:00,0.180916666666667,24,0,1
"152","002","502",2020-07-19 15:00:00,0.17933,20,0,1
"153","002","502",2020-07-20 03:00:00,0.1767625,24,0,1
"154","002","502",2020-07-20 15:00:00,0.175944444444444,18,0,1
"155","002","502",2020-07-21 03:00:00,0.175016666666667,24,0,1
"156","002","502",2020-07-21 15:00:00,0.17391,20,0,1
"157","002","502",2020-07-22 03:00:00,0.172695,20,0,1
"158","002","502",2020-07-22 15:00:00,0.167113333333333,15,0,1
"159","002","502",2020-07-23 03:00:00,0.163790476190476,21,0,1
"160","002","502",2020-07-23 15:00:00,0.163415384615385,13,0,1
"161","002","502",2020-07-24 03:00:00,0.162926315789474,19,0,1
"162","002","502",2020-07-24 15:00:00,0.164334782608696,23,0,1
"163","002","502",2020-07-25 03:00:00,0.165333333333333,24,0,1
"164","002","502",2020-07-25 15:00:00,0.165714285714286,21,0,1
"165","002","502",2020-07-26 03:00:00,0.164028571428571,21,0,1
"166","002","502",2020-07-26 15:00:00,0.16327619047619,21,0,1
"167","002","502",2020-07-27 03:00:00,0.162366666666667,24,0,1
"168","002","502",2020-07-27 15:00:00,0.160481818181818,22,0,1
"169","002","502",2020-07-28 03:00:00,0.15814347826087,23,0,1
"170","002","502",2020-07-28 15:00:00,0.158271428571429,21,0,1
"171","002","502",2020-07-29 03:00:00,0.159608695652174,23,0,1
"172","002","502",2020-07-29 15:00:00,0.158585,20,0,1
"173","002","502",2020-07-30 03:00:00,0.160170833333333,24,0,1
"174","002","502",2020-07-30 15:00:00,0.159781818181818,22,0,1
"175","002","502",2020-07-31 03:00:00,0.160625,24,0,1
"176","002","502",2020-07-31 15:00:00,0.157742105263158,19,0,1
"177","002","503",2020-05-05 03:00:00,0.244535294117647,17,0,1
"178","002","503",2020-05-05 15:00:00,0.241252631578947,19,0,1
"179","002","503",2020-05-06 03:00:00,0.24358,15,0,1
"180","002","503",2020-05-06 15:00:00,0.240063157894737,19,0,1
"181","002","503",2020-05-07 03:00:00,0.241385,20,0,1
"182","002","503",2020-05-07 15:00:00,0.238057142857143,14,0,1
"183","002","503",2020-05-08 03:00:00,0.2372,19,0,1
"184","002","503",2020-05-08 15:00:00,0.233435,20,0,1
"185","002","503",2020-05-09 03:00:00,0.235263157894737,19,0,1
"186","002","503",2020-05-09 15:00:00,0.232394736842105,19,0,1
"187","002","503",2020-05-10 03:00:00,0.234161111111111,18,0,1
"188","002","503",2020-05-10 15:00:00,0.23092,20,0,1
"189","002","503",2020-05-11 03:00:00,0.232715789473684,19,0,1
"190","002","503",2020-05-11 15:00:00,0.23064,15,0,1
"191","002","503",2020-05-12 03:00:00,0.23115,20,0,1
"192","002","503",2020-05-12 15:00:00,0.228270588235294,17,0,1
"193","002","503",2020-05-13 03:00:00,0.22875625,16,0,1
"194","002","503",2020-05-13 15:00:00,0.225911111111111,18,0,1
"195","002","503",2020-05-14 03:00:00,0.225645,20,0,1
"196","002","503",2020-05-14 15:00:00,0.223110526315789,19,0,1
"197","002","503",2020-05-15 03:00:00,0.223275,16,0,1
"198","002","503",2020-05-15 15:00:00,0.221252631578947,19,0,1
"199","002","503",2020-05-16 03:00:00,0.22156,20,0,1
"200","002","503",2020-05-16 15:00:00,0.219044444444444,18,0,1
"201","002","503",2020-05-17 03:00:00,0.220045,20,0,1
"202","002","503",2020-05-17 15:00:00,0.217258823529412,17,0,1
"203","002","503",2020-05-18 03:00:00,0.218717647058824,17,0,1
"204","002","503",2020-05-18 15:00:00,0.217094736842105,19,0,1
"205","002","503",2020-05-19 03:00:00,0.217355,20,0,1
"206","002","503",2020-05-19 15:00:00,0.2154,14,0,1
"207","002","503",2020-05-20 03:00:00,0.214618181818182,22,0,1
"208","002","503",2020-05-20 15:00:00,0.211333333333333,18,0,1
"209","002","503",2020-05-21 03:00:00,0.21125,20,0,1
"210","002","503",2020-05-21 15:00:00,0.209827777777778,18,0,1
"211","002","503",2020-05-22 03:00:00,0.21188125,16,0,1
"212","002","503",2020-05-22 15:00:00,0.209415789473684,19,0,1
"213","002","503",2020-05-23 03:00:00,0.208610526315789,19,0,1
"214","002","503",2020-05-23 15:00:00,0.204938888888889,18,0,1
"215","002","503",2020-05-24 03:00:00,0.204395238095238,21,0,1
"216","002","503",2020-05-24 15:00:00,0.201894117647059,17,0,1
"217","002","503",2020-05-25 03:00:00,0.203478571428571,14,0,1
"218","002","503",2020-05-25 15:00:00,0.202922727272727,22,0,1
"219","002","503",2020-05-26 03:00:00,0.207593333333333,15,0,1
"220","002","503",2020-05-26 15:00:00,0.206184210526316,19,0,1
"221","002","503",2020-05-27 03:00:00,0.209947619047619,21,0,1
"222","002","503",2020-05-27 15:00:00,0.2088,16,0,1
"223","002","503",2020-05-28 03:00:00,0.210838888888889,18,0,1
"224","002","503",2020-05-28 15:00:00,0.20944,15,0,1
"225","002","503",2020-05-29 03:00:00,0.21245,20,0,1
"226","002","503",2020-05-29 15:00:00,0.210475,16,0,1
"227","002","503",2020-05-30 03:00:00,0.2122875,16,0,1
"228","002","503",2020-05-30 15:00:00,0.210431578947368,19,0,1
"229","002","503",2020-05-31 03:00:00,0.21167,20,0,1
"230","002","503",2020-05-31 15:00:00,0.20994,20,0,1
"231","002","503",2020-06-01 03:00:00,0.21198,15,0,1
"232","002","503",2020-06-01 15:00:00,0.210023529411765,17,0,1
"233","002","503",2020-06-02 03:00:00,0.211416666666667,18,0,1
"234","002","503",2020-06-02 15:00:00,0.209663157894737,19,0,1
"235","002","503",2020-06-03 03:00:00,0.211055555555556,18,0,1
"236","002","503",2020-06-03 15:00:00,0.208845,20,0,1
"237","002","503",2020-06-04 03:00:00,0.211375,20,0,1
"238","002","503",2020-06-04 15:00:00,0.208947058823529,17,0,1
"239","002","503",2020-06-05 03:00:00,0.209552380952381,21,0,1
"240","002","503",2020-06-05 15:00:00,0.207088235294118,17,0,1
"241","002","503",2020-06-06 03:00:00,0.20935625,16,0,1
"242","002","503",2020-06-07 03:00:00,0.202852941176471,17,0,1
"243","002","503",2020-06-07 15:00:00,0.198088888888889,18,0,1
"244","002","503",2020-06-08 03:00:00,0.195082352941176,17,0,1
"245","002","503",2020-06-08 15:00:00,0.191858333333333,12,0,1
"246","002","503",2020-06-09 03:00:00,0.191013333333333,15,0,1
"247","002","503",2020-06-09 15:00:00,0.191095,20,0,1
"248","002","503",2020-06-10 03:00:00,0.196094444444444,18,0,1
"249","002","503",2020-06-10 15:00:00,0.19451,20,0,1
"250","002","503",2020-06-11 03:00:00,0.198073684210526,19,0,1
"251","002","503",2020-06-11 15:00:00,0.1967875,24,0,1
"252","002","503",2020-06-12 03:00:00,0.201273684210526,19,0,1
"253","002","503",2020-06-12 15:00:00,0.199077272727273,22,0,1
"254","002","503",2020-06-13 03:00:00,0.2023,20,0,1
"255","002","503",2020-06-13 15:00:00,0.19954,15,0,1
"256","002","503",2020-06-14 03:00:00,0.198745,20,0,1
"257","002","503",2020-06-14 15:00:00,0.19755,16,0,1
"258","002","503",2020-06-15 03:00:00,0.199957142857143,14,0,1
"259","002","503",2020-06-15 15:00:00,0.197872222222222,18,0,1
"260","002","503",2020-06-16 03:00:00,0.201073333333333,15,0,1
"261","002","503",2020-06-16 15:00:00,0.199513333333333,15,0,1
"262","002","503",2020-06-17 03:00:00,0.200833333333333,18,0,1
"263","002","503",2020-06-17 15:00:00,0.197815789473684,19,0,1
"264","002","503",2020-06-18 03:00:00,0.198352631578947,19,0,1
"265","002","503",2020-06-18 15:00:00,0.19579375,16,0,1
"266","002","503",2020-06-19 03:00:00,0.197647058823529,17,0,1
"267","002","503",2020-06-19 15:00:00,0.195209523809524,21,0,1
"268","002","503",2020-06-20 03:00:00,0.198305882352941,17,0,1
"269","002","503",2020-06-20 15:00:00,0.19621,20,0,1
"270","002","503",2020-06-21 03:00:00,0.199323529411765,17,0,1
"271","002","503",2020-06-21 15:00:00,0.198429411764706,17,0,1
"272","002","503",2020-06-22 03:00:00,0.201366666666667,18,0,1
"273","002","503",2020-06-22 15:00:00,0.20056875,16,0,1
"274","002","503",2020-06-23 03:00:00,0.202482608695652,23,0,1
"275","002","503",2020-06-23 15:00:00,0.200063157894737,19,0,1
"276","002","503",2020-06-24 03:00:00,0.201994444444444,18,0,1
"277","002","503",2020-06-24 15:00:00,0.199763157894737,19,0,1
"278","002","503",2020-06-25 03:00:00,0.202764705882353,17,0,1
"279","002","503",2020-06-25 15:00:00,0.201015789473684,19,0,1
"280","002","503",2020-06-26 03:00:00,0.201917647058824,17,0,1
"281","002","503",2020-06-26 15:00:00,0.199484210526316,19,0,1
"282","002","503",2020-06-27 03:00:00,0.20104,15,0,1
"283","002","503",2020-06-27 15:00:00,0.1986,23,0,1
"284","002","503",2020-06-28 03:00:00,0.201805882352941,17,0,1
"285","002","503",2020-06-28 15:00:00,0.1985625,16,0,1
"286","002","503",2020-06-29 03:00:00,0.195613333333333,15,0,1
"287","002","503",2020-06-29 15:00:00,0.191169230769231,13,0,1
"288","002","503",2020-06-30 03:00:00,0.19075,14,0,1
"289","002","503",2020-06-30 15:00:00,0.187517647058824,17,0,1
"290","002","503",2020-07-01 03:00:00,0.188471428571429,14,0,1
"291","002","503",2020-07-01 15:00:00,0.18737,20,0,1
"292","002","503",2020-07-02 03:00:00,0.191494117647059,17,0,1
"293","002","503",2020-07-02 15:00:00,0.190209090909091,22,0,1
"294","002","503",2020-07-03 03:00:00,0.193247058823529,17,0,1
"295","002","503",2020-07-03 15:00:00,0.191916666666667,18,0,1
"296","002","503",2020-07-04 03:00:00,0.194375,16,0,1
"297","002","503",2020-07-04 15:00:00,0.192933333333333,18,0,1
"298","002","503",2020-07-05 03:00:00,0.19484375,16,0,1
"299","002","503",2020-07-05 15:00:00,0.193546666666667,15,0,1
"300","002","503",2020-07-06 03:00:00,0.194926666666667,15,0,1
"301","002","503",2020-07-06 15:00:00,0.192677777777778,18,0,1
"302","002","503",2020-07-07 03:00:00,0.195217647058824,17,0,1
"303","002","503",2020-07-07 15:00:00,0.1933375,16,0,1
"304","002","503",2020-07-08 03:00:00,0.194529411764706,17,0,1
"305","002","503",2020-07-08 15:00:00,0.191685714285714,21,0,1
"306","002","503",2020-07-09 03:00:00,0.1931125,16,0,1
"307","002","503",2020-07-09 15:00:00,0.1907875,16,0,1
"308","002","503",2020-07-10 03:00:00,0.19251875,16,0,1
"309","002","503",2020-07-10 15:00:00,0.1901,17,0,1
"310","002","503",2020-07-11 03:00:00,0.19215,18,0,1
"311","002","503",2020-07-11 15:00:00,0.189752631578947,19,0,1
"312","002","503",2020-07-12 03:00:00,0.192633333333333,18,0,1
"313","002","503",2020-07-12 15:00:00,0.191344444444444,18,0,1
"314","002","503",2020-07-13 03:00:00,0.192966666666667,18,0,1
"315","002","503",2020-07-13 15:00:00,0.19053,20,0,1
"316","002","503",2020-07-14 03:00:00,0.19205,20,0,1
"317","002","503",2020-07-14 15:00:00,0.18926,15,0,1
"318","002","503",2020-07-15 03:00:00,0.19019375,16,0,1
"319","002","503",2020-07-15 15:00:00,0.187786666666667,15,0,1
"320","002","503",2020-07-16 03:00:00,0.189471428571429,21,0,1
"321","002","503",2020-07-16 15:00:00,0.186515,20,0,1
"322","002","503",2020-07-17 03:00:00,0.188264285714286,14,0,1
"323","002","503",2020-07-17 15:00:00,0.186355555555556,18,0,1
"324","002","503",2020-07-18 03:00:00,0.187455,20,0,1
"325","002","503",2020-07-18 15:00:00,0.18567,20,0,1
"326","002","503",2020-07-19 03:00:00,0.1878,17,0,1
"327","002","503",2020-07-19 15:00:00,0.184923529411765,17,0,1
"328","002","503",2020-07-20 03:00:00,0.185884210526316,19,0,1
"329","002","503",2020-07-20 15:00:00,0.183441176470588,17,0,1
"330","002","503",2020-07-21 03:00:00,0.185252631578947,19,0,1
"331","002","503",2020-07-21 15:00:00,0.18234375,16,0,1
"332","002","503",2020-07-22 03:00:00,0.1838,16,0,1
"333","002","503",2020-07-22 15:00:00,0.18058125,16,0,1
"334","002","503",2020-07-23 03:00:00,0.179005263157895,19,0,1
"335","002","503",2020-07-23 15:00:00,0.176385714285714,14,0,1
"336","002","503",2020-07-24 03:00:00,0.177322222222222,18,0,1
"337","002","503",2020-07-24 15:00:00,0.176511111111111,9,0,1
"338","002","503",2020-07-25 03:00:00,0.177909090909091,11,0,1
"339","002","503",2020-07-25 15:00:00,0.176330769230769,13,0,1
"340","002","503",2020-07-26 03:00:00,0.178023076923077,13,0,1
"341","002","503",2020-07-26 15:00:00,0.175853846153846,13,0,1
"342","002","503",2020-07-27 03:00:00,0.175936363636364,11,0,1
"343","002","503",2020-07-27 15:00:00,0.1741,20,0,1
"344","002","503",2020-07-28 03:00:00,0.17369375,16,0,1
"345","002","503",2020-07-28 15:00:00,0.172458333333333,12,0,1
"346","002","503",2020-07-29 03:00:00,0.17400625,16,0,1
"347","002","503",2020-07-29 15:00:00,0.1719,15,0,1
"348","002","503",2020-07-30 03:00:00,0.173575,12,0,1
"349","002","503",2020-07-30 15:00:00,0.172355,20,0,1
"350","002","503",2020-07-31 03:00:00,0.17438,15,0,1
"351","002","503",2020-07-31 15:00:00,0.171546153846154,13,0,1
"352","005","501",2020-05-05 03:00:00,0.168215789473684,19,0,1
"353","005","501",2020-05-05 15:00:00,0.1822,24,0,1
"354","005","501",2020-05-06 03:00:00,0.167875,24,0,1
"355","005","501",2020-05-06 15:00:00,0.178166666666667,24,0,1
"356","005","501",2020-05-07 03:00:00,0.1627875,24,0,1
"357","005","501",2020-05-07 15:00:00,0.171033333333333,24,0,1
"358","005","501",2020-05-08 03:00:00,0.155745833333333,24,0,1
"359","005","501",2020-05-08 15:00:00,0.16825,22,0,1
"360","005","501",2020-05-09 03:00:00,0.1555875,24,0,1
"361","005","501",2020-05-09 15:00:00,0.168270833333333,24,0,1
"362","005","501",2020-05-10 03:00:00,0.152416666666667,24,0,1
"363","005","501",2020-05-10 15:00:00,0.162966666666667,24,0,1
"364","005","501",2020-05-11 03:00:00,0.152540909090909,22,0,1
"365","005","501",2020-05-11 15:00:00,0.159073913043478,23,0,1
"366","005","501",2020-05-12 03:00:00,0.146077272727273,22,0,1
"367","005","501",2020-05-12 15:00:00,0.153004166666667,24,0,1
"368","005","501",2020-05-13 03:00:00,0.144594117647059,17,0,1
"369","005","501",2020-05-13 15:00:00,0.14578,20,0,1
"370","005","501",2020-05-14 03:00:00,0.137785714285714,21,0,1
"371","005","501",2020-05-14 15:00:00,0.145295652173913,23,0,1
"372","005","501",2020-05-15 03:00:00,0.136994444444444,18,0,1
"373","005","501",2020-05-15 15:00:00,0.14295,22,0,1
"374","005","501",2020-05-16 03:00:00,0.134968421052632,19,0,1
"375","005","501",2020-05-16 15:00:00,0.143917391304348,23,0,1
"376","005","501",2020-05-17 03:00:00,0.133908695652174,23,0,1
"377","005","501",2020-05-17 15:00:00,0.139660869565217,23,0,1
"378","005","501",2020-05-18 03:00:00,0.135873333333333,15,0,1
"379","005","501",2020-05-18 15:00:00,0.136861538461538,13,0,1
"380","005","501",2020-05-19 03:00:00,0.13,17,0,1
"381","005","501",2020-05-19 15:00:00,0.132005,20,0,1
"382","005","501",2020-05-20 03:00:00,0.121170833333333,24,0,1
"383","005","501",2020-05-20 15:00:00,0.127045833333333,24,0,1
"384","005","501",2020-05-21 03:00:00,0.122552941176471,17,0,1
"385","005","501",2020-05-21 15:00:00,0.135365217391304,23,0,1
"386","005","501",2020-05-22 03:00:00,0.125173913043478,23,0,1
"387","005","501",2020-05-22 15:00:00,0.128760869565217,23,0,1
"388","005","501",2020-05-23 03:00:00,0.15024,20,0,1
"389","005","501",2020-05-23 15:00:00,0.178429411764706,17,0,1
"390","005","501",2020-05-24 03:00:00,0.164714285714286,21,0,1
"391","005","501",2020-05-24 15:00:00,0.179595652173913,23,0,1
"392","005","501",2020-05-25 03:00:00,0.168586956521739,23,0,1
"393","005","501",2020-05-25 15:00:00,0.192591304347826,23,0,1
"394","005","501",2020-05-26 03:00:00,0.178521739130435,23,0,1
"395","005","501",2020-05-26 15:00:00,0.194513043478261,23,0,1
"396","005","501",2020-05-27 03:00:00,0.180938095238095,21,0,1
"397","005","501",2020-05-27 15:00:00,0.188486956521739,23,0,1
"398","005","501",2020-05-28 03:00:00,0.170980952380952,21,0,1
"399","005","501",2020-05-28 15:00:00,0.181595,20,0,1
"400","005","501",2020-05-29 03:00:00,0.165845454545455,22,0,1
"401","005","501",2020-05-29 15:00:00,0.169575,24,0,1
"402","005","501",2020-05-30 03:00:00,0.157595,20,0,1
"403","005","501",2020-05-30 15:00:00,0.160178260869565,23,0,1
"404","005","501",2020-05-31 03:00:00,0.146485714285714,21,0,1
"405","005","501",2020-05-31 15:00:00,0.151440909090909,22,0,1
"406","005","501",2020-06-01 03:00:00,0.139313636363636,22,0,1
"407","005","501",2020-06-01 15:00:00,0.14162380952381,21,0,1
"408","005","501",2020-06-02 03:00:00,0.13132,20,0,1
"409","005","501",2020-06-02 15:00:00,0.1383,23,0,1
"410","005","501",2020-06-03 03:00:00,0.125295833333333,24,0,1
"411","005","501",2020-06-03 15:00:00,0.135325,24,0,1
"412","005","501",2020-06-04 03:00:00,0.122540909090909,22,0,1
"413","005","501",2020-06-04 15:00:00,0.128804166666667,24,0,1
"414","005","501",2020-06-05 03:00:00,0.116045454545455,22,0,1
"415","005","501",2020-06-05 15:00:00,0.122335,20,0,1
"416","005","501",2020-06-06 03:00:00,0.114833333333333,18,0,1
"417","005","501",2020-06-06 15:00:00,0.1517,1,0,1
"418","005","501",2020-06-07 03:00:00,0.1516,16,0,1
"419","005","501",2020-06-07 15:00:00,0.171865,20,0,1
"420","005","501",2020-06-08 03:00:00,0.16866,10,0,1
